"","denovo40263","denovo11160","denovo24565","denovo33967","denovo15150","denovo3197","denovo38460","denovo16417","denovo11405","denovo7191","denovo31291","denovo1347","denovo29978","denovo30253","denovo24682","denovo7568","denovo24600","denovo34624","denovo19100","denovo5548","denovo28962","denovo12868","denovo8123","denovo16192","denovo29478","denovo6071","denovo42538","denovo2136","denovo11595","denovo6273","denovo4127","denovo41569","denovo11153","denovo2404","denovo25147","denovo24519","denovo4393","denovo25889","denovo8907","denovo3376","denovo34884","denovo10927","denovo5628","denovo22489","denovo37362","denovo35910","denovo19200","denovo24430","denovo21542","denovo35539","denovo14862","denovo9066","denovo1677","denovo13411","denovo41411","denovo38738"
"denovo2136",0.15530303030303,0.0298507462686567,0.0111940298507463,0.174242424242424,0.200757575757576,0.174242424242424,0.048689138576779,0.162878787878788,0.0559701492537313,0.041044776119403,0.190114068441065,0.0186567164179104,0.0522388059701493,0.0671641791044776,0.177358490566038,0.0559701492537313,0.041044776119403,0.169172932330827,0.15530303030303,0.174242424242424,0.151515151515152,0.15530303030303,0.0111940298507463,0.0634328358208955,0.162878787878788,0.041044776119403,0.0298507462686567,0,0.0111940298507463,0.0149253731343284,0.0111940298507463,0.181818181818182,0.00373134328358209,0.0447761194029851,0.09375,0.0522388059701493,0.174242424242424,0.0186567164179104,0.178030303030303,0.0522388059701493,0.0528301886792453,0.159090909090909,0.178030303030303,0.169172932330827,0.0373134328358209,0.166666666666667,0.052434456928839,0.041044776119403,0.0149253731343284,0.0559701492537313,0.0337078651685393,0.0485074626865672,0.177358490566038,0.0671641791044776,0.0335820895522388,0.0671641791044776
"denovo11595",0.15530303030303,0.0261194029850746,0.00746268656716418,0.170454545454545,0.196969696969697,0.170454545454545,0.0449438202247191,0.159090909090909,0.0447761194029851,0.0373134328358209,0.190114068441065,0.0149253731343284,0.041044776119403,0.0559701492537313,0.173584905660377,0.0522388059701493,0.0373134328358209,0.157894736842105,0.15530303030303,0.170454545454545,0.151515151515152,0.15530303030303,0.00746268656716418,0.0597014925373134,0.159090909090909,0.0373134328358209,0.0261194029850746,0.0111940298507463,0,0.0111940298507463,0.00746268656716418,0.181818181818182,0.00746268656716418,0.041044776119403,0.08203125,0.0485074626865672,0.170454545454545,0.0149253731343284,0.178030303030303,0.0522388059701493,0.0415094339622641,0.15530303030303,0.178030303030303,0.157894736842105,0.0335820895522388,0.162878787878788,0.048689138576779,0.0373134328358209,0.0111940298507463,0.0447761194029851,0.0299625468164794,0.0447761194029851,0.173584905660377,0.0634328358208955,0.0298507462686567,0.0634328358208955
"denovo6273",0.151515151515152,0.0298507462686567,0.00373134328358209,0.162878787878788,0.189393939393939,0.162878787878788,0.048689138576779,0.151515151515152,0.0559701492537313,0.041044776119403,0.186311787072243,0.00373134328358209,0.0522388059701493,0.0671641791044776,0.166037735849057,0.0559701492537313,0.041044776119403,0.165413533834586,0.151515151515152,0.162878787878788,0.147727272727273,0.151515151515152,0.0111940298507463,0.0634328358208955,0.151515151515152,0.041044776119403,0.0298507462686567,0.0149253731343284,0.0111940298507463,0,0.0111940298507463,0.178030303030303,0.0111940298507463,0.0447761194029851,0.09375,0.0522388059701493,0.162878787878788,0.00373134328358209,0.174242424242424,0.0559701492537313,0.0528301886792453,0.147727272727273,0.174242424242424,0.165413533834586,0.0373134328358209,0.15530303030303,0.052434456928839,0.041044776119403,0.00746268656716418,0.0559701492537313,0.0337078651685393,0.0485074626865672,0.166037735849057,0.0671641791044776,0.0335820895522388,0.0671641791044776
"denovo4127",0.151515151515152,0.0261194029850746,0.00746268656716418,0.166666666666667,0.196969696969697,0.170454545454545,0.0449438202247191,0.159090909090909,0.0522388059701493,0.0373134328358209,0.186311787072243,0.0149253731343284,0.0485074626865672,0.0634328358208955,0.173584905660377,0.0522388059701493,0.0373134328358209,0.161654135338346,0.151515151515152,0.170454545454545,0.147727272727273,0.151515151515152,0.00746268656716418,0.0597014925373134,0.159090909090909,0.0373134328358209,0.0186567164179104,0.0111940298507463,0.00746268656716418,0.0111940298507463,0,0.178030303030303,0.00746268656716418,0.041044776119403,0.08984375,0.0485074626865672,0.170454545454545,0.0149253731343284,0.174242424242424,0.0522388059701493,0.0490566037735849,0.15530303030303,0.174242424242424,0.161654135338346,0.0335820895522388,0.162878787878788,0.048689138576779,0.0373134328358209,0.0111940298507463,0.0522388059701493,0.0299625468164794,0.0447761194029851,0.173584905660377,0.0634328358208955,0.0298507462686567,0.0634328358208955
"denovo41569",0.0698529411764706,0.166037735849057,0.174242424242424,0.0259259259259259,0.216417910447761,0.190298507462687,0.174242424242424,0.186567164179104,0.184905660377358,0.184905660377358,0.0594795539033457,0.178030303030303,0.184905660377358,0.192452830188679,0.201492537313433,0.177358490566038,0.184905660377358,0.204460966542751,0.0698529411764706,0.197761194029851,0.0735294117647059,0.0772058823529412,0.174242424242424,0.2,0.186567164179104,0.184905660377358,0.181818181818182,0.181818181818182,0.181818181818182,0.178030303030303,0.178030303030303,0,0.178030303030303,0.188679245283019,0.221343873517787,0.192452830188679,0.197761194029851,0.181818181818182,0.0146520146520147,0.177358490566038,0.183206106870229,0.182835820895522,0.0146520146520147,0.204460966542751,0.181132075471698,0.201492537313433,0.178030303030303,0.184905660377358,0.178030303030303,0.188679245283019,0.166666666666667,0.181132075471698,0.197761194029851,0.20377358490566,0.181132075471698,0.20377358490566
"denovo11153",0.151515151515152,0.0261194029850746,0.00746268656716418,0.170454545454545,0.196969696969697,0.170454545454545,0.0449438202247191,0.159090909090909,0.0522388059701493,0.0373134328358209,0.186311787072243,0.0149253731343284,0.0485074626865672,0.0634328358208955,0.173584905660377,0.0522388059701493,0.0373134328358209,0.165413533834586,0.151515151515152,0.170454545454545,0.147727272727273,0.151515151515152,0.00746268656716418,0.0597014925373134,0.159090909090909,0.0373134328358209,0.0261194029850746,0.00373134328358209,0.00746268656716418,0.0111940298507463,0.00746268656716418,0.178030303030303,0,0.041044776119403,0.08984375,0.0485074626865672,0.170454545454545,0.0149253731343284,0.174242424242424,0.0485074626865672,0.0490566037735849,0.15530303030303,0.174242424242424,0.165413533834586,0.0335820895522388,0.162878787878788,0.048689138576779,0.0373134328358209,0.0111940298507463,0.0522388059701493,0.0299625468164794,0.0447761194029851,0.173584905660377,0.0634328358208955,0.0298507462686567,0.0634328358208955
"denovo2404",0.162264150943396,0.0520446096654275,0.041044776119403,0.177358490566038,0.181132075471698,0.173584905660377,0.0634328358208955,0.162264150943396,0.0706319702602231,0.0111524163568773,0.189393939393939,0.0485074626865672,0.0669144981412639,0.0817843866171004,0.180451127819549,0.0706319702602231,0.0111524163568773,0.183520599250936,0.169811320754717,0.173584905660377,0.166037735849057,0.169811320754717,0.041044776119403,0.0855018587360595,0.162264150943396,0.0111524163568773,0.0522388059701493,0.0447761194029851,0.041044776119403,0.0447761194029851,0.041044776119403,0.188679245283019,0.041044776119403,0,0.108949416342412,0.0223048327137546,0.173584905660377,0.0485074626865672,0.184905660377358,0.0706319702602231,0.0639097744360902,0.158490566037736,0.184905660377358,0.179775280898876,0.00743494423791821,0.169811320754717,0.0671641791044776,0.0111524163568773,0.0447761194029851,0.0706319702602231,0.0559701492537313,0.0631970260223048,0.172932330827068,0.0892193308550186,0.0557620817843866,0.0892193308550186
"denovo25147",0.196078431372549,0.101167315175097,0.08984375,0.209486166007905,0.237154150197628,0.213438735177866,0.104651162790698,0.217391304347826,0.104651162790698,0.105058365758755,0.237154150197628,0.09765625,0.10077519379845,0.116279069767442,0.224409448818898,0.112403100775194,0.105058365758755,0.21484375,0.192156862745098,0.209486166007905,0.192156862745098,0.196078431372549,0.08984375,0.12015503875969,0.217391304347826,0.105058365758755,0.1015625,0.09375,0.08203125,0.09375,0.08984375,0.221343873517787,0.08984375,0.108949416342412,0,0.116731517509728,0.217391304347826,0.09765625,0.217391304347826,0.104651162790698,0.101960784313725,0.213438735177866,0.217391304347826,0.20703125,0.101167315175097,0.209486166007905,0.108527131782946,0.0972762645914397,0.09375,0.104651162790698,0.10546875,0.104651162790698,0.224409448818898,0.124031007751938,0.0972762645914397,0.124031007751938
"denovo24519",0.166037735849057,0.0594795539033457,0.0485074626865672,0.181132075471698,0.188679245283019,0.173584905660377,0.0708955223880597,0.162264150943396,0.0780669144981413,0.0185873605947955,0.185606060606061,0.0559701492537313,0.0743494423791822,0.0892193308550186,0.184210526315789,0.0780669144981413,0.0185873605947955,0.179775280898876,0.173584905660377,0.173584905660377,0.169811320754717,0.173584905660377,0.0485074626865672,0.0929368029739777,0.162264150943396,0.0185873605947955,0.0597014925373134,0.0522388059701493,0.0485074626865672,0.0522388059701493,0.0485074626865672,0.192452830188679,0.0485074626865672,0.0223048327137546,0.116731517509728,0,0.173584905660377,0.0559701492537313,0.188679245283019,0.0780669144981413,0.0714285714285714,0.158490566037736,0.188679245283019,0.183520599250936,0.0148698884758364,0.169811320754717,0.0746268656716418,0.0185873605947955,0.0522388059701493,0.0780669144981413,0.0634328358208955,0.0706319702602231,0.176691729323308,0.0966542750929368,0.0631970260223048,0.0966542750929368
"denovo4393",0.198501872659176,0.162264150943396,0.162878787878788,0.190298507462687,0.0551470588235294,0.00735294117647059,0.159090909090909,0.0740740740740741,0.169811320754717,0.169811320754717,0.192452830188679,0.166666666666667,0.169811320754717,0.181132075471698,0.033210332103321,0.166037735849057,0.169811320754717,0.193308550185874,0.205992509363296,0.00735294117647059,0.202247191011236,0.205992509363296,0.166666666666667,0.177358490566038,0.0740740740740741,0.169811320754717,0.181818181818182,0.174242424242424,0.170454545454545,0.162878787878788,0.170454545454545,0.197761194029851,0.170454545454545,0.173584905660377,0.217391304347826,0.173584905660377,0,0.166666666666667,0.194029850746269,0.166037735849057,0.17175572519084,0.0703703703703704,0.201492537313433,0.185873605947955,0.166037735849057,0.0330882352941176,0.162878787878788,0.169811320754717,0.166666666666667,0.173584905660377,0.159090909090909,0.166037735849057,0.03690036900369,0.181132075471698,0.166037735849057,0.181132075471698
"denovo25889",0.15530303030303,0.0335820895522388,0.00746268656716418,0.166666666666667,0.193181818181818,0.166666666666667,0.052434456928839,0.15530303030303,0.0597014925373134,0.0447761194029851,0.190114068441065,0.00746268656716418,0.0559701492537313,0.0708955223880597,0.169811320754717,0.0597014925373134,0.0447761194029851,0.169172932330827,0.15530303030303,0.166666666666667,0.151515151515152,0.15530303030303,0.0149253731343284,0.0671641791044776,0.15530303030303,0.0447761194029851,0.0335820895522388,0.0186567164179104,0.0149253731343284,0.00373134328358209,0.0149253731343284,0.181818181818182,0.0149253731343284,0.0485074626865672,0.09765625,0.0559701492537313,0.166666666666667,0,0.178030303030303,0.0597014925373134,0.0566037735849057,0.151515151515152,0.178030303030303,0.169172932330827,0.041044776119403,0.159090909090909,0.0561797752808989,0.0447761194029851,0.0111940298507463,0.0597014925373134,0.0374531835205992,0.0522388059701493,0.169811320754717,0.0708955223880597,0.0373134328358209,0.0708955223880597
"denovo8907",0.0772058823529412,0.162264150943396,0.170454545454545,0.0259259259259259,0.212686567164179,0.186567164179104,0.170454545454545,0.190298507462687,0.181132075471698,0.181132075471698,0.0743494423791822,0.174242424242424,0.181132075471698,0.188679245283019,0.197761194029851,0.177358490566038,0.181132075471698,0.197026022304833,0.0772058823529412,0.194029850746269,0.0808823529411765,0.0845588235294118,0.170454545454545,0.19622641509434,0.190298507462687,0.181132075471698,0.178030303030303,0.178030303030303,0.178030303030303,0.174242424242424,0.174242424242424,0.0146520146520147,0.174242424242424,0.184905660377358,0.217391304347826,0.188679245283019,0.194029850746269,0.178030303030303,0,0.173584905660377,0.183206106870229,0.186567164179104,0.0146520146520147,0.197026022304833,0.177358490566038,0.197761194029851,0.174242424242424,0.181132075471698,0.174242424242424,0.184905660377358,0.162878787878788,0.177358490566038,0.197761194029851,0.2,0.177358490566038,0.2
"denovo3376",0.146616541353383,0.0557620817843866,0.0522388059701493,0.181132075471698,0.192452830188679,0.166037735849057,0.022140221402214,0.150943396226415,0.0294117647058824,0.0669144981412639,0.192452830188679,0.0597014925373134,0.0257352941176471,0.0404411764705882,0.172932330827068,0.0294117647058824,0.0669144981412639,0.167910447761194,0.154135338345865,0.166037735849057,0.150375939849624,0.154135338345865,0.0522388059701493,0.0441176470588235,0.150943396226415,0.0669144981412639,0.0634328358208955,0.0522388059701493,0.0522388059701493,0.0559701492537313,0.0522388059701493,0.177358490566038,0.0485074626865672,0.0706319702602231,0.104651162790698,0.0780669144981413,0.166037735849057,0.0597014925373134,0.173584905660377,0,0.0297397769516729,0.147169811320755,0.181132075471698,0.167910447761194,0.0631970260223048,0.162264150943396,0.025830258302583,0.0669144981412639,0.0559701492537313,0.0294117647058824,0.0597014925373134,0.0220588235294118,0.172932330827068,0.0477941176470588,0.0483271375464684,0.0477941176470588
"denovo34884",0.152091254752852,0.0526315789473684,0.0490566037735849,0.179389312977099,0.198473282442748,0.17175572519084,0.0149253731343284,0.148854961832061,0.00743494423791821,0.0601503759398496,0.198473282442748,0.0566037735849057,0.00371747211895911,0.0185873605947955,0.178707224334601,0.0223048327137546,0.0601503759398496,0.154716981132075,0.159695817490494,0.17175572519084,0.155893536121673,0.159695817490494,0.0490566037735849,0.0371747211895911,0.148854961832061,0.0601503759398496,0.060377358490566,0.0528301886792453,0.0415094339622641,0.0528301886792453,0.0490566037735849,0.183206106870229,0.0490566037735849,0.0639097744360902,0.101960784313725,0.0714285714285714,0.17175572519084,0.0566037735849057,0.183206106870229,0.0297397769516729,0,0.145038167938931,0.187022900763359,0.154716981132075,0.056390977443609,0.17175572519084,0.0186567164179104,0.0601503759398496,0.0528301886792453,0.00743494423791821,0.0566037735849057,0.0148698884758364,0.178707224334601,0.0408921933085502,0.0413533834586466,0.0408921933085502
"denovo10927",0.176029962546816,0.147169811320755,0.147727272727273,0.17910447761194,0.103703703703704,0.0703703703703704,0.136363636363636,0.003690036900369,0.147169811320755,0.154716981132075,0.180451127819549,0.151515151515152,0.147169811320755,0.158490566037736,0.0743494423791822,0.143396226415094,0.154716981132075,0.162962962962963,0.183520599250936,0.0703703703703704,0.179775280898876,0.183520599250936,0.15530303030303,0.166037735849057,0.003690036900369,0.154716981132075,0.159090909090909,0.159090909090909,0.15530303030303,0.147727272727273,0.15530303030303,0.182835820895522,0.15530303030303,0.158490566037736,0.213438735177866,0.158490566037736,0.0703703703703704,0.151515151515152,0.186567164179104,0.147169811320755,0.145038167938931,0,0.186567164179104,0.162962962962963,0.150943396226415,0.0814814814814815,0.140151515151515,0.154716981132075,0.151515151515152,0.150943396226415,0.143939393939394,0.143396226415094,0.0780669144981413,0.169811320754717,0.143396226415094,0.169811320754717
"denovo5628",0.0735294117647059,0.169811320754717,0.170454545454545,0.0111111111111111,0.220149253731343,0.194029850746269,0.178030303030303,0.190298507462687,0.188679245283019,0.181132075471698,0.0743494423791822,0.174242424242424,0.188679245283019,0.19622641509434,0.205223880597015,0.184905660377358,0.181132075471698,0.204460966542751,0.0735294117647059,0.201492537313433,0.0772058823529412,0.0808823529411765,0.170454545454545,0.2,0.190298507462687,0.181132075471698,0.178030303030303,0.178030303030303,0.178030303030303,0.174242424242424,0.174242424242424,0.0146520146520147,0.174242424242424,0.184905660377358,0.217391304347826,0.188679245283019,0.201492537313433,0.178030303030303,0.0146520146520147,0.181132075471698,0.187022900763359,0.186567164179104,0,0.204460966542751,0.177358490566038,0.205223880597015,0.181818181818182,0.181132075471698,0.174242424242424,0.192452830188679,0.170454545454545,0.184905660377358,0.205223880597015,0.20377358490566,0.184905660377358,0.20377358490566
"denovo22489",0.203703703703704,0.168539325842697,0.165413533834586,0.200743494423792,0.215613382899628,0.185873605947955,0.157303370786517,0.166666666666667,0.152985074626866,0.176029962546816,0.225925925925926,0.169172932330827,0.152985074626866,0.16044776119403,0.186567164179104,0.171641791044776,0.176029962546816,0.0218978102189781,0.211111111111111,0.185873605947955,0.207407407407407,0.211111111111111,0.161654135338346,0.17910447761194,0.162962962962963,0.176029962546816,0.172932330827068,0.169172932330827,0.157894736842105,0.165413533834586,0.161654135338346,0.204460966542751,0.165413533834586,0.179775280898876,0.20703125,0.183520599250936,0.185873605947955,0.169172932330827,0.197026022304833,0.167910447761194,0.154716981132075,0.162962962962963,0.204460966542751,0,0.172284644194757,0.189591078066914,0.161048689138577,0.176029962546816,0.169172932330827,0.156716417910448,0.165413533834586,0.164179104477612,0.186567164179104,0.182835820895522,0.161048689138577,0.182835820895522
"denovo37362",0.154716981132075,0.0446096654275093,0.0335820895522388,0.169811320754717,0.181132075471698,0.166037735849057,0.0559701492537313,0.154716981132075,0.0631970260223048,0.00371747211895911,0.181818181818182,0.041044776119403,0.0594795539033457,0.0743494423791822,0.172932330827068,0.0631970260223048,0.00371747211895911,0.176029962546816,0.162264150943396,0.166037735849057,0.158490566037736,0.162264150943396,0.0335820895522388,0.0780669144981413,0.154716981132075,0.00371747211895911,0.0447761194029851,0.0373134328358209,0.0335820895522388,0.0373134328358209,0.0335820895522388,0.181132075471698,0.0335820895522388,0.00743494423791821,0.101167315175097,0.0148698884758364,0.166037735849057,0.041044776119403,0.177358490566038,0.0631970260223048,0.056390977443609,0.150943396226415,0.177358490566038,0.172284644194757,0,0.162264150943396,0.0597014925373134,0.00371747211895911,0.0373134328358209,0.0631970260223048,0.0485074626865672,0.0557620817843866,0.165413533834586,0.0817843866171004,0.0483271375464684,0.0817843866171004
"denovo35910",0.202247191011236,0.154716981132075,0.15530303030303,0.194029850746269,0.0551470588235294,0.0330882352941176,0.15530303030303,0.0851851851851852,0.169811320754717,0.166037735849057,0.188679245283019,0.159090909090909,0.166037735849057,0.177358490566038,0.03690036900369,0.162264150943396,0.166037735849057,0.197026022304833,0.205992509363296,0.0330882352941176,0.202247191011236,0.205992509363296,0.159090909090909,0.169811320754717,0.0851851851851852,0.166037735849057,0.174242424242424,0.166666666666667,0.162878787878788,0.15530303030303,0.162878787878788,0.201492537313433,0.162878787878788,0.169811320754717,0.209486166007905,0.169811320754717,0.0330882352941176,0.159090909090909,0.197761194029851,0.162264150943396,0.17175572519084,0.0814814814814815,0.205223880597015,0.189591078066914,0.162264150943396,0,0.159090909090909,0.166037735849057,0.159090909090909,0.169811320754717,0.151515151515152,0.162264150943396,0.03690036900369,0.173584905660377,0.166037735849057,0.173584905660377
"denovo19200",0.150943396226415,0.0522388059701493,0.048689138576779,0.174242424242424,0.189393939393939,0.162878787878788,0.003690036900369,0.143939393939394,0.018450184501845,0.0634328358208955,0.193181818181818,0.0561797752808989,0.014760147601476,0.029520295202952,0.169811320754717,0.018450184501845,0.0634328358208955,0.161048689138577,0.158490566037736,0.162878787878788,0.154716981132075,0.158490566037736,0.048689138576779,0.025830258302583,0.143939393939394,0.0634328358208955,0.0599250936329588,0.052434456928839,0.048689138576779,0.052434456928839,0.048689138576779,0.178030303030303,0.048689138576779,0.0671641791044776,0.108527131782946,0.0746268656716418,0.162878787878788,0.0561797752808989,0.174242424242424,0.025830258302583,0.0186567164179104,0.140151515151515,0.181818181818182,0.161048689138577,0.0597014925373134,0.159090909090909,0,0.0634328358208955,0.052434456928839,0.018450184501845,0.0561797752808989,0.011070110701107,0.169811320754717,0.029520295202952,0.0447761194029851,0.029520295202952
"denovo24430",0.158490566037736,0.0483271375464684,0.0373134328358209,0.173584905660377,0.184905660377358,0.169811320754717,0.0597014925373134,0.158490566037736,0.0669144981412639,0.00743494423791821,0.185606060606061,0.0447761194029851,0.0631970260223048,0.0780669144981413,0.176691729323308,0.0669144981412639,0.00743494423791821,0.179775280898876,0.166037735849057,0.169811320754717,0.162264150943396,0.166037735849057,0.0373134328358209,0.0817843866171004,0.158490566037736,0.00743494423791821,0.0485074626865672,0.041044776119403,0.0373134328358209,0.041044776119403,0.0373134328358209,0.184905660377358,0.0373134328358209,0.0111524163568773,0.0972762645914397,0.0185873605947955,0.169811320754717,0.0447761194029851,0.181132075471698,0.0669144981412639,0.0601503759398496,0.154716981132075,0.181132075471698,0.176029962546816,0.00371747211895911,0.166037735849057,0.0634328358208955,0,0.041044776119403,0.0669144981412639,0.0522388059701493,0.0594795539033457,0.169172932330827,0.0855018587360595,0.0520446096654275,0.0855018587360595
"denovo21542",0.143939393939394,0.0298507462686567,0.00373134328358209,0.166666666666667,0.193181818181818,0.166666666666667,0.048689138576779,0.15530303030303,0.0559701492537313,0.041044776119403,0.186311787072243,0.0111940298507463,0.0522388059701493,0.0634328358208955,0.169811320754717,0.0559701492537313,0.041044776119403,0.169172932330827,0.143939393939394,0.166666666666667,0.140151515151515,0.143939393939394,0.0111940298507463,0.0634328358208955,0.15530303030303,0.041044776119403,0.0298507462686567,0.0149253731343284,0.0111940298507463,0.00746268656716418,0.0111940298507463,0.178030303030303,0.0111940298507463,0.0447761194029851,0.09375,0.0522388059701493,0.166666666666667,0.0111940298507463,0.174242424242424,0.0559701492537313,0.0528301886792453,0.151515151515152,0.174242424242424,0.169172932330827,0.0373134328358209,0.159090909090909,0.052434456928839,0.041044776119403,0,0.0559701492537313,0.0337078651685393,0.0485074626865672,0.169811320754717,0.0671641791044776,0.0335820895522388,0.0671641791044776
"denovo35539",0.157894736842105,0.0557620817843866,0.0522388059701493,0.184905660377358,0.2,0.173584905660377,0.014760147601476,0.154716981132075,0.00735294117647059,0.0669144981412639,0.20377358490566,0.0597014925373134,0.00367647058823529,0.0183823529411765,0.180451127819549,0.0220588235294118,0.0669144981412639,0.156716417910448,0.165413533834586,0.173584905660377,0.161654135338346,0.165413533834586,0.0522388059701493,0.0367647058823529,0.154716981132075,0.0669144981412639,0.0634328358208955,0.0559701492537313,0.0447761194029851,0.0559701492537313,0.0522388059701493,0.188679245283019,0.0522388059701493,0.0706319702602231,0.104651162790698,0.0780669144981413,0.173584905660377,0.0597014925373134,0.184905660377358,0.0294117647058824,0.00743494423791821,0.150943396226415,0.192452830188679,0.156716417910448,0.0631970260223048,0.169811320754717,0.018450184501845,0.0669144981412639,0.0559701492537313,0,0.0597014925373134,0.0147058823529412,0.180451127819549,0.0404411764705882,0.0483271375464684,0.0404411764705882
"denovo14862",0.151515151515152,0.00746268656716418,0.0299625468164794,0.162878787878788,0.185606060606061,0.159090909090909,0.052434456928839,0.147727272727273,0.0597014925373134,0.0522388059701493,0.182509505703422,0.0374531835205992,0.0559701492537313,0.0671641791044776,0.166037735849057,0.0597014925373134,0.0522388059701493,0.165413533834586,0.151515151515152,0.159090909090909,0.147727272727273,0.151515151515152,0.0299625468164794,0.0671641791044776,0.147727272727273,0.0522388059701493,0.0411985018726592,0.0337078651685393,0.0299625468164794,0.0337078651685393,0.0299625468164794,0.166666666666667,0.0299625468164794,0.0559701492537313,0.10546875,0.0634328358208955,0.159090909090909,0.0374531835205992,0.162878787878788,0.0597014925373134,0.0566037735849057,0.143939393939394,0.170454545454545,0.165413533834586,0.0485074626865672,0.151515151515152,0.0561797752808989,0.0522388059701493,0.0337078651685393,0.0597014925373134,0,0.0522388059701493,0.166037735849057,0.0708955223880597,0.0335820895522388,0.0708955223880597
"denovo9066",0.150375939849624,0.0483271375464684,0.0447761194029851,0.177358490566038,0.192452830188679,0.166037735849057,0.00738007380073801,0.147169811320755,0.0147058823529412,0.0594795539033457,0.19622641509434,0.0522388059701493,0.0110294117647059,0.0257352941176471,0.172932330827068,0.00735294117647059,0.0594795539033457,0.164179104477612,0.157894736842105,0.166037735849057,0.154135338345865,0.157894736842105,0.0447761194029851,0.0294117647058824,0.147169811320755,0.0594795539033457,0.0559701492537313,0.0485074626865672,0.0447761194029851,0.0485074626865672,0.0447761194029851,0.181132075471698,0.0447761194029851,0.0631970260223048,0.104651162790698,0.0706319702602231,0.166037735849057,0.0522388059701493,0.177358490566038,0.0220588235294118,0.0148698884758364,0.143396226415094,0.184905660377358,0.164179104477612,0.0557620817843866,0.162264150943396,0.011070110701107,0.0594795539033457,0.0485074626865672,0.0147058823529412,0.0522388059701493,0,0.172932330827068,0.0330882352941176,0.0408921933085502,0.0330882352941176
"denovo1677",0.202247191011236,0.169172932330827,0.166037735849057,0.194029850746269,0.0479704797047971,0.03690036900369,0.166037735849057,0.0817843866171004,0.176691729323308,0.169172932330827,0.192452830188679,0.169811320754717,0.176691729323308,0.18796992481203,0.0183823529411765,0.165413533834586,0.169172932330827,0.194029850746269,0.209737827715356,0.03690036900369,0.205992509363296,0.209737827715356,0.169811320754717,0.184210526315789,0.0817843866171004,0.169172932330827,0.184905660377358,0.177358490566038,0.173584905660377,0.166037735849057,0.173584905660377,0.197761194029851,0.173584905660377,0.172932330827068,0.224409448818898,0.176691729323308,0.03690036900369,0.169811320754717,0.197761194029851,0.172932330827068,0.178707224334601,0.0780669144981413,0.205223880597015,0.186567164179104,0.165413533834586,0.03690036900369,0.169811320754717,0.169172932330827,0.169811320754717,0.180451127819549,0.166037735849057,0.172932330827068,0,0.18796992481203,0.169172932330827,0.18796992481203
"denovo13411",0.165413533834586,0.0669144981412639,0.0634328358208955,0.19622641509434,0.207547169811321,0.181132075471698,0.033210332103321,0.173584905660377,0.0404411764705882,0.0855018587360595,0.218867924528302,0.0708955223880597,0.0367647058823529,0.0514705882352941,0.18796992481203,0.0404411764705882,0.0855018587360595,0.182835820895522,0.165413533834586,0.181132075471698,0.161654135338346,0.165413533834586,0.0597014925373134,0.00367647058823529,0.173584905660377,0.0855018587360595,0.0746268656716418,0.0671641791044776,0.0634328358208955,0.0671641791044776,0.0634328358208955,0.20377358490566,0.0634328358208955,0.0892193308550186,0.124031007751938,0.0966542750929368,0.181132075471698,0.0708955223880597,0.2,0.0477941176470588,0.0408921933085502,0.169811320754717,0.20377358490566,0.182835820895522,0.0817843866171004,0.173584905660377,0.029520295202952,0.0855018587360595,0.0671641791044776,0.0404411764705882,0.0708955223880597,0.0330882352941176,0.18796992481203,0,0.0594795539033457,0.00735294117647059
"denovo41411",0.147169811320755,0.0260223048327138,0.0298507462686567,0.177358490566038,0.19622641509434,0.166037735849057,0.041044776119403,0.147169811320755,0.0483271375464684,0.0520446096654275,0.189393939393939,0.0373134328358209,0.0446096654275093,0.0594795539033457,0.165413533834586,0.0483271375464684,0.0520446096654275,0.161048689138577,0.147169811320755,0.166037735849057,0.143396226415094,0.147169811320755,0.0298507462686567,0.0557620817843866,0.147169811320755,0.0520446096654275,0.041044776119403,0.0335820895522388,0.0298507462686567,0.0335820895522388,0.0298507462686567,0.181132075471698,0.0298507462686567,0.0557620817843866,0.0972762645914397,0.0631970260223048,0.166037735849057,0.0373134328358209,0.177358490566038,0.0483271375464684,0.0413533834586466,0.143396226415094,0.184905660377358,0.161048689138577,0.0483271375464684,0.166037735849057,0.0447761194029851,0.0520446096654275,0.0335820895522388,0.0483271375464684,0.0335820895522388,0.0408921933085502,0.169172932330827,0.0594795539033457,0,0.0594795539033457
"denovo38738",0.165413533834586,0.0669144981412639,0.0634328358208955,0.19622641509434,0.207547169811321,0.181132075471698,0.033210332103321,0.173584905660377,0.0404411764705882,0.0855018587360595,0.218867924528302,0.0708955223880597,0.0367647058823529,0.0514705882352941,0.18796992481203,0.0404411764705882,0.0855018587360595,0.182835820895522,0.165413533834586,0.181132075471698,0.161654135338346,0.165413533834586,0.0597014925373134,0.00367647058823529,0.173584905660377,0.0855018587360595,0.0746268656716418,0.0671641791044776,0.0634328358208955,0.0671641791044776,0.0634328358208955,0.20377358490566,0.0634328358208955,0.0892193308550186,0.124031007751938,0.0966542750929368,0.181132075471698,0.0708955223880597,0.2,0.0477941176470588,0.0408921933085502,0.169811320754717,0.20377358490566,0.182835820895522,0.0817843866171004,0.173584905660377,0.029520295202952,0.0855018587360595,0.0671641791044776,0.0404411764705882,0.0708955223880597,0.0330882352941176,0.18796992481203,0.00735294117647059,0.0594795539033457,0
