"","ASV30","ASV79","ASV83","ASV91","ASV162","ASV171","ASV188","ASV304","ASV361","ASV464","ASV500","ASV643","ASV835","ASV1195","ASV1283","ASV1362","ASV1467","ASV1469","ASV1537","ASV1649","ASV1785","ASV1856","ASV1888","ASV1929","ASV2357","ASV2946","ASV3193","ASV3505","ASV3662","ASV6111","ASV6362","ASV6437","ASV6583","ASV7018","ASV7266","ASV7404","ASV8175","ASV9596","ASV10624","ASV12064","ASV12069","ASV12437"
"ASV1785",0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00335570469798658,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0297397769516729,0.0173611111111111,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.00671140939597315,0,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.101010101010101,0.0100671140939597,0.0134228187919463,0.0134228187919463
"ASV1856",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0134228187919463,0.0134228187919463,0.0260223048327138,0.0208333333333333,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0167785234899329,0,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.104377104377104,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV1888",0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0201342281879195,0.0167785234899329,0.0201342281879195,0.0201342281879195,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.033457249070632,0.00694444444444444,0.0167785234899329,0.023489932885906,0.0167785234899329,0.023489932885906,0.0100671140939597,0.0167785234899329,0.0167785234899329,0.0201342281879195,0,0.00671140939597315,0.0167785234899329,0.00335570469798658,0.0134228187919463,0.0201342281879195,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0167785234899329,0.0201342281879195,0.023489932885906,0.0201342281879195,0.0201342281879195,0.0167785234899329,0.104377104377104,0.0134228187919463,0.0167785234899329,0.0167785234899329
"ASV1929",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00335570469798658,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0260223048327138,0.0138888888888889,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.00335570469798658,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.00671140939597315,0,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0976430976430976,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV2357",0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00335570469798658,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0297397769516729,0.0173611111111111,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.0167785234899329,0.0167785234899329,0.0100671140939597,0,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.101010101010101,0.0100671140939597,0.0134228187919463,0.0134228187919463
"ASV2946",0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0297397769516729,0.00347222222222222,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.00335570469798658,0.0100671140939597,0.0134228187919463,0,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0201342281879195,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.101010101010101,0.0100671140939597,0.0134228187919463,0.0134228187919463
"ASV3193",0,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.018450184501845,0.0138888888888889,0.00335570469798658,0.0100671140939597,0.00335570469798658,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0,0.00666666666666667,0.00335570469798658,0.00333333333333333,0.00666666666666667,0.00671140939597315,0.0100671140939597,0.00671140939597315,0.0167785234899329,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0976430976430976,0,0.00335570469798658,0.00335570469798658
"ASV3505",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.025830258302583,0.0208333333333333,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.00666666666666667,0,0.0100671140939597,0.01,0.0133333333333333,0.0134228187919463,0.0167785234899329,0.0134228187919463,0.023489932885906,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.104377104377104,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV3662",0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0223048327137546,0.0173611111111111,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0100671140939597,0,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0201342281879195,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.101010101010101,0.00335570469798658,0.00671140939597315,0.00671140939597315
"ASV6111",0.00335570469798658,0.00671140939597315,0,0.00671140939597315,0.0100671140939597,0.00335570469798658,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.014760147601476,0.0173611111111111,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00333333333333333,0.01,0.00671140939597315,0,0.01,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0201342281879195,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.101010101010101,0.00335570469798658,0.00671140939597315,0.00671140939597315
"ASV6362",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00335570469798658,0,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.025830258302583,0.0138888888888889,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.00335570469798658,0.00335570469798658,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.00666666666666667,0.0133333333333333,0.0100671140939597,0.01,0,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0976430976430976,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV6437",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0260223048327138,0.0208333333333333,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0134228187919463,0,0.0167785234899329,0.0134228187919463,0.023489932885906,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.104377104377104,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV6583",0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0297397769516729,0.0173611111111111,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0,0.0167785234899329,0.0201342281879195,0.0167785234899329,0.00335570469798658,0.0134228187919463,0.0942760942760943,0.0100671140939597,0.0134228187919463,0.0134228187919463
"ASV7018",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0260223048327138,0.0208333333333333,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0167785234899329,0,0.023489932885906,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.101010101010101,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV7266",0.0167785234899329,0.0201342281879195,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.023489932885906,0.0201342281879195,0.023489932885906,0.023489932885906,0.0201342281879195,0.0167785234899329,0.023489932885906,0.0371747211895911,0.0243055555555556,0.0201342281879195,0.0268456375838926,0.0201342281879195,0.0268456375838926,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.023489932885906,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0167785234899329,0.023489932885906,0.0201342281879195,0.0201342281879195,0.0100671140939597,0.023489932885906,0.0201342281879195,0.023489932885906,0,0.00335570469798658,0.023489932885906,0.0201342281879195,0.107744107744108,0.0167785234899329,0.0134228187919463,0.0201342281879195
"ASV7404",0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0201342281879195,0.0167785234899329,0.0201342281879195,0.0201342281879195,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.033457249070632,0.0208333333333333,0.0167785234899329,0.023489932885906,0.0167785234899329,0.023489932885906,0.0167785234899329,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0167785234899329,0.0167785234899329,0.00671140939597315,0.0201342281879195,0.0167785234899329,0.0201342281879195,0.00335570469798658,0,0.0201342281879195,0.0167785234899329,0.104377104377104,0.0134228187919463,0.0100671140939597,0.0167785234899329
"ASV8175",0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0260223048327138,0.0208333333333333,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0134228187919463,0.023489932885906,0.0201342281879195,0,0.0167785234899329,0.0976430976430976,0.00671140939597315,0.0100671140939597,0.0100671140939597
"ASV9596",0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0297397769516729,0.0173611111111111,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0201342281879195,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0167785234899329,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0134228187919463,0.0167785234899329,0.0201342281879195,0.0167785234899329,0.0167785234899329,0,0.101010101010101,0.0100671140939597,0.0134228187919463,0.0134228187919463
"ASV10624",0.0976430976430976,0.0942760942760943,0.101010101010101,0.0942760942760943,0.0976430976430976,0.104377104377104,0.101010101010101,0.104377104377104,0.0976430976430976,0.101010101010101,0.0909090909090909,0.104377104377104,0.0966542750929368,0.0975609756097561,0.101010101010101,0.101010101010101,0.0942760942760943,0.101010101010101,0.101010101010101,0.101010101010101,0.101010101010101,0.104377104377104,0.104377104377104,0.0976430976430976,0.101010101010101,0.101010101010101,0.0976430976430976,0.104377104377104,0.101010101010101,0.101010101010101,0.0976430976430976,0.104377104377104,0.0942760942760943,0.101010101010101,0.107744107744108,0.104377104377104,0.0976430976430976,0.101010101010101,0,0.0976430976430976,0.101010101010101,0.101010101010101
"ASV12064",0,0.00335570469798658,0.00335570469798658,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.0185873605947955,0.0138888888888889,0.00335570469798658,0.0100671140939597,0.00335570469798658,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.00671140939597315,0.0167785234899329,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0976430976430976,0,0.00335570469798658,0.00335570469798658
"ASV12069",0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0223048327137546,0.0173611111111111,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.101010101010101,0.00335570469798658,0,0.00671140939597315
"ASV12437",0.00335570469798658,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0223048327137546,0.0173611111111111,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0201342281879195,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.101010101010101,0.00335570469798658,0.00671140939597315,0
