"","denovo3578","denovo24931","denovo29781","denovo10473","denovo42563","denovo15011","denovo28901","denovo10006","denovo18772","denovo1151","denovo25999","denovo1450","denovo21963","denovo31172","denovo38416","denovo25577","denovo8064","denovo14759","denovo20803","denovo16941","denovo683","denovo4235","denovo16162","denovo38141","denovo24171","denovo32899","denovo6923","denovo25690","denovo39911","denovo16788","denovo20573","denovo16165","denovo14669","denovo41761","denovo29630","denovo40315","denovo18904","denovo22549","denovo8366","denovo10002","denovo18770","denovo39227","denovo887","denovo26377","denovo40958","denovo14762","denovo24166","denovo5415","denovo23631","denovo12492","denovo40172"
"denovo3578",0,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.261904761904762,0.00671140939597315,0.00671140939597315,0.033457249070632,0.00671140939597315,0.033457249070632,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.00671140939597315,0.0402684563758389,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0335570469798658,0.0100671140939597,0.0371747211895911,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.03125,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo24931",0.0134228187919463,0,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.248299319727891,0.0134228187919463,0.0134228187919463,0.033457249070632,0.0134228187919463,0.033457249070632,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0134228187919463,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0446096654275093,0.0134228187919463,0.0402684563758389,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0402684563758389,0.0100671140939597,0.0371747211895911,0.0167785234899329,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.033457249070632,0.00671140939597315,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0302013422818792,0.03125,0.0100671140939597,0.0202020202020202,0.0134228187919463,0.0335570469798658
"denovo29781",0.00671140939597315,0.0134228187919463,0,0.0100671140939597,0.0100671140939597,0.255102040816327,0.00671140939597315,0.00671140939597315,0.033457249070632,0.00671140939597315,0.033457249070632,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.00671140939597315,0.0402684563758389,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0335570469798658,0.00335570469798658,0.0371747211895911,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.03125,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo10473",0.0100671140939597,0.0100671140939597,0.0100671140939597,0,0.00671140939597315,0.258503401360544,0.0100671140939597,0.0100671140939597,0.0297397769516729,0.00335570469798658,0.0297397769516729,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0260223048327138,0.0402684563758389,0.00671140939597315,0,0.00671140939597315,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0297397769516729,0.0408921933085502,0.0100671140939597,0.0369127516778524,0.0167785234899329,0.0100671140939597,0.00671140939597315,0.0335570469798658,0.00671140939597315,0.033457249070632,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0297397769516729,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0260223048327138,0.0268456375838926,0.0277777777777778,0.00671140939597315,0.0235690235690236,0.0100671140939597,0.0369127516778524
"denovo42563",0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0,0.255102040816327,0.0100671140939597,0.0100671140939597,0.0297397769516729,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0260223048327138,0.0402684563758389,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0297397769516729,0.0483271375464684,0.0100671140939597,0.0436241610738255,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0369127516778524,0.00671140939597315,0.033457249070632,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0297397769516729,0.00335570469798658,0.0134228187919463,0.00335570469798658,0.00671140939597315,0.033457249070632,0.0335570469798658,0.0347222222222222,0.00671140939597315,0.0235690235690236,0.0100671140939597,0.0369127516778524
"denovo15011",0.261904761904762,0.248299319727891,0.255102040816327,0.258503401360544,0.255102040816327,0,0.261904761904762,0.261904761904762,0.239700374531835,0.261904761904762,0.243445692883895,0.258503401360544,0.261904761904762,0.261904761904762,0.251700680272109,0.261904761904762,0.243445692883895,0.246621621621622,0.253378378378378,0.256756756756757,0.258503401360544,0.261904761904762,0.247191011235955,0.258503401360544,0.247191011235955,0.243445692883895,0.261904761904762,0.25,0.261904761904762,0.253378378378378,0.26530612244898,0.275510204081633,0.251700680272109,0.250936329588015,0.258503401360544,0.26530612244898,0.261904761904762,0.255102040816327,0.258503401360544,0.247191011235955,0.255102040816327,0.26530612244898,0.258503401360544,0.258503401360544,0.243445692883895,0.256756756756757,0.264084507042254,0.258503401360544,0.250847457627119,0.258503401360544,0.258503401360544
"denovo28901",0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.261904761904762,0,0.00671140939597315,0.033457249070632,0.00671140939597315,0.033457249070632,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.00671140939597315,0.0402684563758389,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0335570469798658,0.0100671140939597,0.0371747211895911,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.03125,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo10006",0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.261904761904762,0.00671140939597315,0,0.033457249070632,0.00671140939597315,0.033457249070632,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.00671140939597315,0.0402684563758389,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0335570469798658,0.0100671140939597,0.0371747211895911,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.03125,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo18772",0.033457249070632,0.033457249070632,0.033457249070632,0.0297397769516729,0.0297397769516729,0.239700374531835,0.033457249070632,0.033457249070632,0,0.033457249070632,0.00738007380073801,0.0297397769516729,0.033457249070632,0.033457249070632,0.0297397769516729,0.033457249070632,0.003690036900369,0.0557620817843866,0.022140221402214,0.029520295202952,0.0297397769516729,0.033457249070632,0.00738007380073801,0.0297397769516729,0.00738007380073801,0.018450184501845,0.033457249070632,0.0594795539033457,0.0408921933085502,0.018450184501845,0.0371747211895911,0.0594795539033457,0.0297397769516729,0.011070110701107,0.0371747211895911,0.0371747211895911,0.033457249070632,0.0297397769516729,0.0297397769516729,0.00738007380073801,0.0260223048327138,0.0371747211895911,0.033457249070632,0.0297397769516729,0.003690036900369,0.03690036900369,0.0501930501930502,0.0297397769516729,0.0333333333333333,0.033457249070632,0.0557620817843866
"denovo1151",0.00671140939597315,0.0134228187919463,0.00671140939597315,0.00335570469798658,0.0100671140939597,0.261904761904762,0.00671140939597315,0.00671140939597315,0.033457249070632,0,0.033457249070632,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.00335570469798658,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0446096654275093,0.00671140939597315,0.0335570469798658,0.0134228187919463,0.0134228187919463,0.00335570469798658,0.0302013422818792,0.0100671140939597,0.0371747211895911,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0297397769516729,0.0302013422818792,0.0243055555555556,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo25999",0.033457249070632,0.033457249070632,0.033457249070632,0.0297397769516729,0.0297397769516729,0.243445692883895,0.033457249070632,0.033457249070632,0.00738007380073801,0.033457249070632,0,0.0297397769516729,0.033457249070632,0.033457249070632,0.0297397769516729,0.033457249070632,0.003690036900369,0.0631970260223048,0.022140221402214,0.029520295202952,0.0297397769516729,0.033457249070632,0.00738007380073801,0.0297397769516729,0.00738007380073801,0.025830258302583,0.033457249070632,0.0669144981412639,0.0408921933085502,0.018450184501845,0.0371747211895911,0.0631970260223048,0.0297397769516729,0.011070110701107,0.0446096654275093,0.0371747211895911,0.033457249070632,0.0297397769516729,0.0297397769516729,0.00738007380073801,0.0260223048327138,0.0371747211895911,0.033457249070632,0.0297397769516729,0.011070110701107,0.044280442804428,0.0579150579150579,0.0297397769516729,0.0407407407407408,0.033457249070632,0.0631970260223048
"denovo1450",0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.258503401360544,0.0100671140939597,0.0100671140939597,0.0297397769516729,0.0100671140939597,0.0297397769516729,0,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0260223048327138,0.0402684563758389,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0297397769516729,0.0483271375464684,0.0100671140939597,0.0436241610738255,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0369127516778524,0.00671140939597315,0.033457249070632,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0297397769516729,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.033457249070632,0.0335570469798658,0.0347222222222222,0.00671140939597315,0.0235690235690236,0.0100671140939597,0.0369127516778524
"denovo21963",0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.261904761904762,0.00671140939597315,0.00671140939597315,0.033457249070632,0.00671140939597315,0.033457249070632,0.0100671140939597,0,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.00671140939597315,0.0402684563758389,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0335570469798658,0.0100671140939597,0.0371747211895911,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.03125,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo31172",0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.261904761904762,0.0134228187919463,0.0134228187919463,0.033457249070632,0.0134228187919463,0.033457249070632,0.0100671140939597,0.0134228187919463,0,0.0100671140939597,0.0134228187919463,0.0297397769516729,0.0436241610738255,0.0100671140939597,0.0100671140939597,0.00335570469798658,0.0134228187919463,0.033457249070632,0.0100671140939597,0.0260223048327138,0.0520446096654275,0.0134228187919463,0.0469798657718121,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0402684563758389,0.0100671140939597,0.0371747211895911,0.023489932885906,0.0167785234899329,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.033457249070632,0.00671140939597315,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.0381944444444444,0.0100671140939597,0.0269360269360269,0.0134228187919463,0.0402684563758389
"denovo38416",0.0100671140939597,0.00335570469798658,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.251700680272109,0.0100671140939597,0.0100671140939597,0.0297397769516729,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0100671140939597,0.0100671140939597,0,0.0100671140939597,0.0260223048327138,0.0335570469798658,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0297397769516729,0.0408921933085502,0.0100671140939597,0.0369127516778524,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0369127516778524,0.00671140939597315,0.033457249070632,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0297397769516729,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.033457249070632,0.0268456375838926,0.0277777777777778,0.00671140939597315,0.0168350168350168,0.0100671140939597,0.0302013422818792
"denovo25577",0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.261904761904762,0.00671140939597315,0.00671140939597315,0.033457249070632,0.00671140939597315,0.033457249070632,0.0100671140939597,0.00671140939597315,0.0134228187919463,0.0100671140939597,0,0.0297397769516729,0.0369127516778524,0.0100671140939597,0.0100671140939597,0.0100671140939597,0.0134228187919463,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.00671140939597315,0.0402684563758389,0.00671140939597315,0.0134228187919463,0.00671140939597315,0.0302013422818792,0.0100671140939597,0.0371747211895911,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0100671140939597,0.00335570469798658,0.033457249070632,0.00671140939597315,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.03125,0.0100671140939597,0.0269360269360269,0.00671140939597315,0.0335570469798658
"denovo8064",0.0297397769516729,0.0297397769516729,0.0297397769516729,0.0260223048327138,0.0260223048327138,0.243445692883895,0.0297397769516729,0.0297397769516729,0.003690036900369,0.0297397769516729,0.003690036900369,0.0260223048327138,0.0297397769516729,0.0297397769516729,0.0260223048327138,0.0297397769516729,0,0.0594795539033457,0.018450184501845,0.025830258302583,0.0260223048327138,0.0297397769516729,0.003690036900369,0.0260223048327138,0.003690036900369,0.022140221402214,0.0297397769516729,0.0631970260223048,0.0371747211895911,0.014760147601476,0.033457249070632,0.0594795539033457,0.0260223048327138,0.00738007380073801,0.0408921933085502,0.033457249070632,0.0297397769516729,0.0260223048327138,0.0260223048327138,0.003690036900369,0.0223048327137546,0.033457249070632,0.0297397769516729,0.0260223048327138,0.00738007380073801,0.040590405904059,0.0540540540540541,0.0260223048327138,0.037037037037037,0.0297397769516729,0.0594795539033457
"denovo14759",0.0369127516778524,0.0369127516778524,0.0369127516778524,0.0402684563758389,0.0402684563758389,0.246621621621622,0.0369127516778524,0.0369127516778524,0.0557620817843866,0.0369127516778524,0.0631970260223048,0.0402684563758389,0.0369127516778524,0.0436241610738255,0.0335570469798658,0.0369127516778524,0.0594795539033457,0,0.0369127516778524,0.0402684563758389,0.0402684563758389,0.0436241610738255,0.0631970260223048,0.0402684563758389,0.0631970260223048,0.0446096654275093,0.0369127516778524,0.00332225913621262,0.0436241610738255,0.0402684563758389,0.0402684563758389,0.0604026845637584,0.0402684563758389,0.0669144981412639,0.0268456375838926,0.0402684563758389,0.0436241610738255,0.0402684563758389,0.0335570469798658,0.0631970260223048,0.0369127516778524,0.0402684563758389,0.0436241610738255,0.0402684563758389,0.0594795539033457,0.0302013422818792,0.0347222222222222,0.0402684563758389,0.0202020202020202,0.0369127516778524,0.0302013422818792
"denovo20803",0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.253378378378378,0.0100671140939597,0.0100671140939597,0.022140221402214,0.0100671140939597,0.022140221402214,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.018450184501845,0.0369127516778524,0,0.00666666666666667,0.00671140939597315,0.0100671140939597,0.022140221402214,0.00671140939597315,0.022140221402214,0.040590405904059,0.0100671140939597,0.0402684563758389,0.0167785234899329,0.00333333333333333,0.0134228187919463,0.0369127516778524,0.00671140939597315,0.025830258302583,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.022140221402214,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.025830258302583,0.0266666666666667,0.0347222222222222,0.00671140939597315,0.0167224080267559,0.0100671140939597,0.0369127516778524
"denovo16941",0.0100671140939597,0.0100671140939597,0.0100671140939597,0,0.00671140939597315,0.256756756756757,0.0100671140939597,0.0100671140939597,0.029520295202952,0.00335570469798658,0.029520295202952,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.025830258302583,0.0402684563758389,0.00666666666666667,0,0.00671140939597315,0.0100671140939597,0.029520295202952,0.00671140939597315,0.029520295202952,0.040590405904059,0.0100671140939597,0.0369127516778524,0.0167785234899329,0.01,0.00671140939597315,0.0335570469798658,0.00671140939597315,0.033210332103321,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.029520295202952,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.025830258302583,0.0266666666666667,0.0277777777777778,0.00671140939597315,0.0234113712374582,0.0100671140939597,0.0369127516778524
"denovo683",0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.258503401360544,0.0100671140939597,0.0100671140939597,0.0297397769516729,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0100671140939597,0.00335570469798658,0.00671140939597315,0.0100671140939597,0.0260223048327138,0.0402684563758389,0.00671140939597315,0.00671140939597315,0,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0223048327137546,0.0483271375464684,0.0100671140939597,0.0436241610738255,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0369127516778524,0.00671140939597315,0.033457249070632,0.0201342281879195,0.0134228187919463,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.0297397769516729,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.033457249070632,0.0335570469798658,0.0347222222222222,0.00671140939597315,0.0235690235690236,0.0100671140939597,0.0369127516778524
"denovo4235",0.0134228187919463,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.261904761904762,0.0134228187919463,0.0134228187919463,0.033457249070632,0.0134228187919463,0.033457249070632,0.0100671140939597,0.0134228187919463,0.0134228187919463,0.0100671140939597,0.0134228187919463,0.0297397769516729,0.0436241610738255,0.0100671140939597,0.0100671140939597,0.0100671140939597,0,0.033457249070632,0.0100671140939597,0.033457249070632,0.0520446096654275,0.0134228187919463,0.0469798657718121,0.0201342281879195,0.0134228187919463,0.0167785234899329,0.0402684563758389,0.0100671140939597,0.0371747211895911,0.023489932885906,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0100671140939597,0.033457249070632,0.00671140939597315,0.0167785234899329,0.0134228187919463,0.0100671140939597,0.0371747211895911,0.0369127516778524,0.0381944444444444,0.0100671140939597,0.0269360269360269,0.0134228187919463,0.0402684563758389
"denovo16162",0.033457249070632,0.033457249070632,0.033457249070632,0.0297397769516729,0.0297397769516729,0.247191011235955,0.033457249070632,0.033457249070632,0.00738007380073801,0.033457249070632,0.00738007380073801,0.0297397769516729,0.033457249070632,0.033457249070632,0.0297397769516729,0.033457249070632,0.003690036900369,0.0631970260223048,0.022140221402214,0.029520295202952,0.0297397769516729,0.033457249070632,0,0.0297397769516729,0.00738007380073801,0.025830258302583,0.033457249070632,0.0669144981412639,0.0408921933085502,0.018450184501845,0.0371747211895911,0.0631970260223048,0.0297397769516729,0.011070110701107,0.0446096654275093,0.0371747211895911,0.033457249070632,0.0297397769516729,0.0297397769516729,0.00738007380073801,0.0260223048327138,0.0371747211895911,0.033457249070632,0.0297397769516729,0.011070110701107,0.044280442804428,0.0579150579150579,0.0297397769516729,0.0407407407407408,0.033457249070632,0.0631970260223048
"denovo38141",0.0100671140939597,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.258503401360544,0.0100671140939597,0.0100671140939597,0.0297397769516729,0.0100671140939597,0.0297397769516729,0.00671140939597315,0.0100671140939597,0.0100671140939597,0.00671140939597315,0.0100671140939597,0.0260223048327138,0.0402684563758389,0.00671140939597315,0.00671140939597315,0.00671140939597315,0.0100671140939597,0.0297397769516729,0,0.0297397769516729,0.0483271375464684,0.0100671140939597,0.0436241610738255,0.0167785234899329,0.0100671140939597,0.0134228187919463,0.0369127516778524,0.00671140939597315,0.033457249070632,0.0201342281879195,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.00671140939597315,0.0297397769516729,0.00335570469798658,0.0134228187919463,0.0100671140939597,0.00671140939597315,0.033457249070632,0.0335570469798658,0.0347222222222222,0.00671140939597315,0.0235690235690236,0.0100671140939597,0.0369127516778524
"denovo24171",0.033457249070632,0.033457249070632,0.033457249070632,0.0297397769516729,0.0297397769516729,0.247191011235955,0.033457249070632,0.033457249070632,0.00738007380073801,0.033457249070632,0.00738007380073801,0.0297397769516729,0.033457249070632,0.0260223048327138,0.0297397769516729,0.033457249070632,0.003690036900369,0.0631970260223048,0.022140221402214,0.029520295202952,0.0223048327137546,0.033457249070632,0.00738007380073801,0.0297397769516729,0,0.025830258302583,0.033457249070632,0.0669144981412639,0.0408921933085502,0.018450184501845,0.0371747211895911,0.0631970260223048,0.0297397769516729,0.011070110701107,0.0446096654275093,0.0371747211895911,0.0260223048327138,0.0297397769516729,0.0297397769516729,0.00738007380073801,0.0260223048327138,0.0371747211895911,0.033457249070632,0.0297397769516729,0.011070110701107,0.044280442804428,0.0579150579150579,0.0297397769516729,0.0407407407407408,0.033457249070632,0.0631970260223048
