"","ref","SampleID","coral_tag","SampleType","field_season","Coral_Species","site","Status","field_season.1","site.1","coral_tag.1","before.after","annotator","date_annotated","colony_width1","colony_width2","colony_area","binary_tissue_loss","binary_disease","cyanobacteria_contact","binary_algal_contact","turf_contact","binary_macroalgae_contact","type_of_macroalgae","binary_CCA_contact","sediment_contact","binary_coral_contact","binary_bleaching","bleaching_proportion","notes_bleaching","notes","Year_Pre_Post","Dist"
"KI15bSSYM006","KI2015b.sediment6.site35","KI15bSSYM006",NA,"sediment","KI2015b","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15aSSYM010","KI2015a_Post.sediment10.site35","KI15aSSYM010",NA,"sediment","KI2015a_Post","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bSSYM010","KI2015b.sediment10.site30","KI15bSSYM010",NA,"sediment","KI2015b","sediment","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VeryHigh"
"KI15aFSYM129","KI2015a_Post.tag133","KI15aFSYM129","133","coral","KI2015a_Post","Montipora_foliosa","30","gone","KI2015a",30,"133","_Post","JL","24-03-2016","35.953","19.547","468.871","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015a_Post","VeryHigh"
"KI15aFSYM141","KI2015a_Post.tag147","KI15aFSYM141","147","coral","KI2015a_Post","Montipora_foliosa","30","UK","KI2015a",30,"147","_Post","JL","24-03-2016","49.306","24.2","825.566","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015a_Post","VeryHigh"
"KI14FSYM076","KI2014.tag76","KI14FSYM076","76","coral","KI2014","Montipora_foliosa","8","dead","KI2014",8,"76","","JL","9/3/2016","27.318","21.296","311.264","n","n","n","y","y","y","Halimeda, Caulerpa","y","y","n","y","1","bleached spots along two edges","","KI2014","HighMed"
"KI15aFSYM166","KI2015a_Post.tag43","KI15aFSYM166","43","coral","KI2015a_Post","Pocillopora_eydouxi","27","UK","KI2015a",27,"43","_Post","JL","24-03-2016","14.711","13.384","104.545","n","n","n","y","y","n","NONE","n","y","n","y","1","one bleached patch near base of branch ","","KI2015a_Post","VeryHigh"
"KI15bSSYM001","KI2015b.sediment1.site35","KI15bSSYM001",NA,"sediment","KI2015b","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bFSYM062","KI2015b.tag430","KI15bFSYM062","430","coral","KI2015b","Porites_lobata","30","UK","KI2015b",30,"430","","HD","15-09-2016","40.411","34.022","1148.157","n","y","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI15aFSYM016","KI2015a_Pre.tag88","KI15aFSYM016","88","coral","KI2015a_Pre","Pocillopora_eydouxi","35","dead","KI2015a",35,"88","_Pre","HD","16-09-2016","NONE","NONE","NONE","n","n","n","y","y","y","Halimeda","n","y","y","n","NONE","","","KI2015a_Pre","HighMed"
"KI15aFSYM017","KI2015a_Pre.tag90_690","KI15aFSYM017","90_690","coral","KI2015a_Pre","Montipora_foliosa","35","dead","KI2015a",35,"90_690","_Pre","JL","24-03-2016","28.48","23.133","544.231","n","n","n","y","y","n","NONE","n","y","y","n","NONE ","","","KI2015a_Pre","HighMed"
"KI15bFSYM056","KI2015b.tag385","KI15bFSYM056","385","coral","KI2015b","Montipora_foliosa","30","dead","KI2015b",30,"385","","HD","15-09-2016","30.384","19.301","397.099","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI14FSYM105","KI2014.tag105","KI14FSYM105","105","coral","KI2014","Montipora_foliosa","35","dead","KI2014",35,"105","","JL","9/3/2016","56.738","57.923","1925.357","n","n","n","y","y","y","Halimeda","y","y","y","n","NONE","","","KI2014","HighMed"
"KI15aFSYM094","KI2015a_Post.tag636","KI15aFSYM094","636","coral","KI2015a_Post","Pocillopora_eydouxi","35","UK","KI2015a",35,"636","_Post","JL","22-03-2016","23.371","16.378","219.488","n","n","n","y","y","n","NONE","y","y","n","y","2","large bleached spot around base ","","KI2015a_Post","HighMed"
"KI15aSSYM016","KI2015a_Post.sediment16.site30","KI15aSSYM016",NA,"sediment","KI2015a_Post","sediment","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VeryHigh"
"KI14SSYM011","KI2014.sediment11.site35","KI14SSYM011",NA,"sediment","KI2014","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bFSYM201","KI2015b.tag723","KI15bFSYM201","723","coral","KI2015b","Porites_lobata","27","alive","KI2015b",27,"723","","HD","20-05-2016","23.15","18.263","233.628","n","y","n","y","y","n","NONE","n","y","y","y","1","many small spots","","KI2015b","VeryHigh"
"KI15bFSYM168","KI2015b.tag63","KI15bFSYM168","63","coral","KI2015b","Porites_lobata","8","alive","KI2015b",8,"63","","JM","1/6/2016","61.645","43.776","1643.114","n","y","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","HighMed"
"KI14SSYM013","KI2014.sediment13.site35","KI14SSYM013",NA,"sediment","KI2014","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI14FSYM467","KI2014.tag467","KI14FSYM467","467","coral","KI2014","Porites_lobata","27","UK","KI2014",27,"467","","JL","18-03-2016","11.965","9.733","84.489","n","y ","n","y","y","n","NONE","y","y","n","n","NONE","","","KI2014","VeryHigh"
"KI15bFSYM051","KI2015b.tag145","KI15bFSYM051","145","coral","KI2015b","Pocillopora_eydouxi","30","gone","KI2015b",30,"145","","HD","15-09-2016","24.617","23.927","348.784","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI15bFSYM027","KI2015b.tag102","KI15bFSYM027","102","coral","KI2015b","Montipora_foliosa","35","dead","KI2015b",35,"102","","HD","5/8/2016","30.983","14.022","339.694","n","n","n","y","y","y","Halimeda","y","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM030","KI2015b.tag110","KI15bFSYM030","110","coral","KI2015b","Montipora_foliosa","35","dead","KI2015b",35,"110","","HD","5/8/2016","20.918","12.385","137.953","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM144","KI2015b.tag44","KI15bFSYM144","44","coral","KI2015b","Montipora_foliosa","27","gone","KI2015b",27,"44","","JL","6/5/2016","17.027","13.876","163.319","n","n","n","y","y","n","NONE","n","y","n","y","1","one bleached patch and some bleaching along one edge, 9cm scale was used","","KI2015b","VeryHigh"
"KI14FSYM149","KI2014.tag149","KI14FSYM149","149","coral","KI2014","Pocillopora_eydouxi","30","dead","KI2014",30,"149","","DL","4/2/2016","22.456","17.104","23.104","n","n","n","y","y","n","NONE","y","n","n","n","NONE","","","KI2014","VeryHigh"
"KI15aSSYM012","KI2015a_Post.sediment12.site35","KI15aSSYM012",NA,"sediment","KI2015a_Post","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bFSYM021","KI2015b.tag92_860","KI15bFSYM021","92_860","coral","KI2015b","Pocillopora_eydouxi","35","gone","KI2015b",35,"92_860","","HD","5/8/2016","29.539","20.97","368.542","n","n","n","y","y","n","NONE","n","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM028","KI2015b.tag106","KI15bFSYM028","106","coral","KI2015b","Pocillopora_eydouxi","35","dead","KI2015b",35,"106","","HD","5/8/2016","41.399","37.184","878.022","n","n","n","y","y","n","NONE","y","y","y","y","1","one branch on left side bleached","","KI2015b","HighMed"
"KI15bSSYM003","KI2015b.sediment3.site35","KI15bSSYM003",NA,"sediment","KI2015b","sediment","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bFSYM066","KI2015b.tag437","KI15bFSYM066","437","coral","KI2015b","Montipora_foliosa","30","dead","KI2015b",30,"437","","HD","15-09-2016","42.65","38.745","892.903","n","n","n","y","y","n","NONE","y","y","y","n","NONE","a few prominent dead patches","","KI2015b","VeryHigh"
"KI15aFSYM101","KI2015a_Post.tag94","KI15aFSYM101","94","coral","KI2015a_Post","Montipora_foliosa","35","dead","KI2015a",35,"94","_Post","HD","2/8/2016","54.773","52.333","1972.417","n","n","n","y","y","y","Peysson_red","y","y","y","n","NONE","","","KI2015a_Post","HighMed"
"KI15bFSYM142","KI2015b.tag456","KI15bFSYM142","456","coral","KI2015b","Montipora_foliosa","27","UK","KI2015b",27,"456","","HD","6/5/2016","44.943","27.109","1346.826","n","n","n","y","y","n","NONE","n","y","y","y","1","a few small areas bleached","","KI2015b","VeryHigh"
"KI15aFSYM167","KI2015a_Post.tag44","KI15aFSYM167","44","coral","KI2015a_Post","Montipora_foliosa","27","gone","KI2015a",27,"44","_Post","JL","24-03-2016","20.501","15.821","226.461","n","n","n","y","y","n","NONE","n","y","n","y","1","patchy bleaching over entire coral ","","KI2015a_Post","VeryHigh"
"KI14FSYM385","KI2014.tag385","KI14FSYM385","385","coral","KI2014","Montipora_foliosa","30","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VeryHigh"
"KI15bFSYM211","KI2015b.tag733","KI15bFSYM211","733","coral","KI2015b","Montipora_foliosa","27","gone","KI2015b",27,"733","","JM","25-05-2016","26.247","22.747","401.332","n","n","n","y","y","n","NONE","n","y","n","n","NONE","","","KI2015b","VeryHigh"
"KI14FSYM050","KI2014.tag50","KI14FSYM050","50","coral","KI2014","Pocillopora_eydouxi","8","UK","KI2014",8,"50","","HD","18-01-2016","21.541","14.846","277.555","n","n","n","y","y","n","NONE","y","n","y","n","NONE","","","KI2014","HighMed"
"KI15aFSYM019","KI2015a_Pre.tag15b","KI15aFSYM019","15b","coral","KI2015a_Pre","Pocillopora_eydouxi","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bFSYM047","KI2015b.tag139","KI15bFSYM047","139","coral","KI2015b","Pocillopora_eydouxi","30","UK","KI2015b",30,"139","","HD","15-09-2016","22.829","20.173","332.405","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI14FSYM126","KI2014.tag126","KI14FSYM126","126","coral","KI2014","Porites_lobata","30","UK","KI2014",30,"126","","JL","17-02-2016","18.563","16.075","227.765","n","y","n","y","y","n","NONE","y","y","n","n","NONE","","","KI2014","VeryHigh"
"KI15bFSYM058","KI2015b.tag387","KI15bFSYM058","387","coral","KI2015b","Porites_lobata","30","gone","KI2015b",30,"387","","HD","15-09-2016","51.711","42.669","1502.281","n","n","n","y","y","n","NONE","y","y","y","y","1","small spots bleached","* used approximate (width of paper 21.59 cm) to measure ","KI2015b","VeryHigh"
"KI15bFSYM045","KI2015b.tag136","KI15bFSYM045","136","coral","KI2015b","Porites_lobata","30","gone","KI2015b",30,"136","","HD","15-09-2016","32.251","29.568","696.17","n","y","n","y","y","n","NONE","n","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI15aFSYM110","KI2015a_Post.tag109","KI15aFSYM110","109","coral","KI2015a_Post","Pocillopora_eydouxi","35","dead","KI2015a",35,"109","_Post","JL","22-03-2016","30.117","24.211","384.609","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015a_Post","HighMed"
"KI15bFSYM017","KI2015b.tag15","KI15bFSYM017","15","coral","KI2015b","Porites_lobata","35","alive","KI2015b",35,"15","","HD","5/8/2016","84.09","47.847","2362.569","n","n","n","y","y","n","NONE","n","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM013","KI2015b.tag87","KI15bFSYM013","87","coral","KI2015b","Porites_lobata","35","UK","KI2015b",35,"87","","HD","5/8/2016","32.263","29.76","694.897","n","n","n","y","y","y","Halimeda","n","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM172","KI2015b.tag76","KI15bFSYM172","76","coral","KI2015b","Montipora_foliosa","8","dead","KI2015b",8,"76","","JL","5/4/2016","24.763","20.969","272.319","n","n","n","y","y","y","Halimeda","y","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM070","KI2015b.tag443","KI15bFSYM070","443","coral","KI2015b","Montipora_foliosa","30","dead","KI2015b",30,"443","","JM","2/6/2016","36.631","22.233","613.522","n","n","n","y","y","n","NONE","y","y","n","n","NONE","","","KI2015b","VeryHigh"
"KI14FSYM456","KI2014.tag456","KI14FSYM456","456","coral","KI2014","Montipora_foliosa","27","UK","KI2014",27,"456","","JL","18-03-2016","43.534","30.42","871.12","n","n","n","y","y","n","NONE","n","y","y","n","NONE ","","","KI2014","VeryHigh"
"KI15bFSYM046","KI2015b.tag137","KI15bFSYM046","137","coral","KI2015b","Montipora_foliosa","30","gone","KI2015b",30,"137","","HD","15-09-2016","29.61","23.346","529.704","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI15aFSYM122","KI2015a_Post.tag126b","KI15aFSYM122","126b","coral","KI2015a_Post","Porites_lobata","30","UK","KI2015a",30,"126b","_Post","JL","22-03-2016","26.065","18.647","335.838","n","n","n","y","y","n","NONE","y","y","y","y","1","patchy bleaching, some severe, some around algal patches, less than 5cm ","","KI2015a_Post","VeryHigh"
"KI15bFSYM152","KI2015b.tag90_690","KI15bFSYM152","90_690","coral","KI2015b","Montipora_foliosa","35","dead","KI2015b",35,"90_690","","JM","1/6/2016","39.769","29.271","935.039","n","n","n","y","y","y","Halimeda","y","y","n","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM137","KI2015b.tag477","KI15bFSYM137","477","coral","KI2015b","Pocillopora_eydouxi","27","dead","KI2015b",27,"477","","HD","6/5/2016","15.121","13.948","170.375","n","n","n","y","y","n","NONE","y","y","y","y","1","a few branches bleached, some monticules starting to bleach","","KI2015b","VeryHigh"
"KI15aFSYM159","KI2015a_Post.tag456","KI15aFSYM159","456","coral","KI2015a_Post","Montipora_foliosa","27","UK","KI2015a",27,"456","_Post","JL","23-03-2016","37.047","24.154","564.254","n","n","n","y","y","n","NONE","n","y","y","n","NONE","","","KI2015a_Post","VeryHigh"
"KI15aFSYM003","KI2015a_Pre.tag3","KI15aFSYM003","3","coral","KI2015a_Pre","Pocillopora_eydouxi","35","UK","KI2015a",35,"3","_Pre","NO","23-03-2017","45.296","37.403","1150.225","n","n","n","y","n","y","Peysson_red","y","y","n","n","NONE","","","KI2015a_Pre","HighMed"
"KI15bFSYM025","KI2015b.tag98","KI15bFSYM025","98","coral","KI2015b","Montipora_foliosa","35","dead","KI2015b",35,"98","","HD","5/8/2016","39.401","36.231","730.424","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","HighMed"
"KI15aFSYM152","KI2015a_Post.tag469","KI15aFSYM152","469","coral","KI2015a_Post","Pocillopora_eydouxi","27","UK","KI2015a",27,"469","_Post","NO","23-03-2017","35.265","20.72","262.978","n","n","n","y","y","n","NONE","n","y","n","n","NONE","","","KI2015a_Post","VeryHigh"
"KI14FSYM474","KI2014.tag474","KI14FSYM474","474","coral","KI2014","Porites_lobata","27","gone","KI2014",27,"474","","JL","18-03-2016","8.617","7.489","49.085","n","n","n","y","y","y","Halimeda","y","y","n","n","NONE","","","KI2014","VeryHigh"
"KI15aFSYM021","KI2015a_Pre.tag92_860","KI15aFSYM021","92_860","coral","KI2015a_Pre","Pocillopora_eydouxi","35","gone","KI2015a",35,"92_860","_Pre","HD","2/8/2016","20.314","14.151","180.264","n","n","n","y","y","n","NONE","n","y","y","n","NONE","","","KI2015a_Pre","HighMed"
"KI15aFSYM086","KI2015a_Post.tag632","KI15aFSYM086","632","coral","KI2015a_Post","Pocillopora_eydouxi","35","dead","KI2015a",35,"632","_Post","JL","24-03-2016","26.519","21.898","359.183","n","n","n","y ","y","n","NONE","n","y","y","n","NONE ","","","KI2015a_Post","HighMed"
"KI15aFSYM118","KI2015a_Post.tag69_875","KI15aFSYM118","69_875","coral","KI2015a_Post","Montipora_foliosa","8","UK","KI2015a",8,"69_875","_Post","HD","23-03-2016","39.844","34.718","894.239","n","n","n","y","y","y","Halimeda, Peysson_red","y","y","y","n","NONE","","","KI2015a_Post","HighMed"
"KI15bFSYM161","KI2015b.tag124_694","KI15bFSYM161","124_694","coral","KI2015b","Porites_lobata","35","UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HighMed"
"KI15bFSYM024","KI2015b.tag97","KI15bFSYM024","97","coral","KI2015b","Porites_lobata","35","UK","KI2015b",35,"97","","HD","5/8/2016","74.865","73.195","2981.092","n","n","n","y","y","y","Halimeda","n","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM001","KI2015b.tag1","KI15bFSYM001","1","coral","KI2015b","Porites_lobata","35","alive","KI2015b",35,"1","","HD","5/8/2016","74.118","55.383","3145.42","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","HighMed"
"KI15bFSYM060","KI2015b.tag427","KI15bFSYM060","427","coral","KI2015b","Pocillopora_eydouxi","30","dead","KI2015b",30,"427","","HD","15-09-2016","34.781","28.738","583.416","n","n","n","n","n","n","NONE","y","n","y","n","NONE","","","KI2015b","VeryHigh"
"KI15aFSYM162","KI2015a_Post.tag265","KI15aFSYM162","265","coral","KI2015a_Post","Montipora_foliosa","27","UK","KI2015a",27,"265","_Post","JL","24-03-2016","18.289","11.491","132.942","n","n","n","y","y","n","NONE","n","y","n","y","1","9 cm scale was used. A few bleached spots near one edge of coral ","","KI2015a_Post","VeryHigh"
"KI15bFSYM130","KI2015b.tag147","KI15bFSYM130","147","coral","KI2015b","Montipora_foliosa","30","UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VeryHigh"
"KI15aFSYM022","KI2015a_Pre.tag94","KI15aFSYM022","94","coral","KI2015a_Pre","Montipora_foliosa","35","dead","KI2015a",35,"94","_Pre","JL","22-03-2016","48.827","37.21","1130.535","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015a_Pre","HighMed"
"KI14FSYM453","KI2014.tag453","KI14FSYM453","453","coral","KI2014","Porites_lobata","27","UK","KI2014",27,"453","","DL","26-01-2016","10.203","7.9","69.579","n","n","n","y","y","n","NONE","y","y","n","n","NONE","","","KI2014","VeryHigh"
"KI15bFSYM043","KI2015b.tag134","KI15bFSYM043","134","coral","KI2015b","Montipora_foliosa","30","gone","KI2015b",30,"134","","HD","15-09-2016","36.201","29.475","607.453","n","n","n","y","y","n","NONE","y","y","y","n","NONE","","","KI2015b","VeryHigh"
"KI15aFSYM126","KI2015a_Post.tag131","KI15aFSYM126","131","coral","KI2015a_Post","Porites_lobata","30","UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VeryHigh"
"KI15aFSYM138","KI2015a_Post.tag143","KI15aFSYM138","143","coral","KI2015a_Post","Montipora_foliosa","30","dead","KI2015a",30,"143","_Post","JL","24-03-2016","32.81","21.823","373.527","n","n","n","y","y","n","NONE","y","y","n","n","NONE","","","KI2015a_Post","VeryHigh"
"KI14FSYM001","KI2014.tag1","KI14FSYM001","1","coral","KI2014","Porites_lobata","35","alive","KI2014",35,"1","","JL","15-01-2016","65.888","51.316","2440.109","n","n","n","y","y","y","Halimeda, Caulerpa, Peysson_red, Peysson_yellow","y","y","y","n","NONE","","","KI2014","HighMed"
"KI14FSYM003","KI2014.tag3","KI14FSYM003","3","coral","KI2014","Pocillopora_eydouxi","35","UK","KI2014",35,"3","","JL","15-01-2016","18.722","19.177","206.094","n","n","n","y","y","n","NONE","y","y","n","n","NONE","","","KI2014","HighMed"
"KI15aFSYM001","KI2015a_Pre.tag1","KI15aFSYM001","1","coral","KI2015a_Pre","Porites_lobata","35","alive","KI2015a",35,"1","_Pre","HD","16-09-2016","44.505","42.76","1316.802","n","n","n","y","y","y","Peysson_red","y","y","y","y","1","one area beginning to bleach","","KI2015a_Pre","HighMed"
"KI15aFSYM082","KI2015a_Post.tag1","KI15aFSYM082","1","coral","KI2015a_Post","Porites_lobata","35","alive","KI2015a",35,"1","_Post","JL","22-03-2016","69.304","52.45","2594.839","n","n","n","y","y","y","Halimeda, Peysson_red, Peysson_yellow","y","y","y","n","NONE","","","KI2015a_Post","HighMed"
